Latitude,Longitude,Date,Time,Chlorophyll RFU,Cond µS/cm,Depth m,nLF Cond µS/cm,ODO % sat,ODO % CB,ODO mg/L,Pressure psi a,Sal psu,SpCond µS/cm,TAL PC RFU,TDS mg/L,Turbidity FNU,TSS mg/L,pH,pH mV,Temp °C,Vertical Position m,Altitude m,Barometer mmHg
25.89995,-80.14759,10/25/2024,15:48:54,1.15,45301.2,-1.230,42808.6,114.4,114.3,7.71,-1.779,27.63,43050.9,4.84,27983,101.68,0,8.28,-83.0,27.737,-1.231,1.4,765.3
25.89999,-80.14748,10/25/2024,15:48:59,21.83,46785.7,-1.229,44149.8,115.5,115.4,7.74,-1.779,28.60,44406.2,8.84,28864,262.97,0,8.28,-82.9,27.805,-1.224,2.6,765.4
25.90002,-80.14736,10/25/2024,15:49:04,10.30,45762.4,-1.229,43110.7,117.0,116.9,7.89,-1.778,27.85,43368.9,2.13,28190,66.55,0,8.28,-83.0,27.891,-1.215,3.2,765.3
25.90004,-80.14725,10/25/2024,15:49:09,8.80,46973.3,-1.227,44211.6,118.9,118.8,7.94,-1.777,28.65,44480.7,3.80,28912,73.71,0,8.28,-83.4,27.934,-1.221,3.0,765.3
25.90006,-80.14714,10/25/2024,15:49:14,10.05,47191.4,-1.226,44442.4,114.2,114.1,7.62,-1.775,28.82,44710.1,6.02,29062,325.08,0,8.29,-83.7,27.904,-1.233,3.3,765.3
25.90008,-80.14703,10/25/2024,15:49:19,12.00,46962.6,-1.226,44267.9,111.1,111.0,7.43,-1.775,28.69,44530.2,8.71,28945,31.29,0,8.29,-83.7,27.859,-1.237,2.9,765.2
25.90010,-80.14691,10/25/2024,15:49:24,7.81,47818.2,-1.226,45086.3,109.8,109.7,7.32,-1.775,29.28,45352.2,15.14,29479,94.94,0,8.29,-83.5,27.847,-1.224,3.0,765.3
25.90014,-80.14680,10/25/2024,15:49:29,11.65,47482.5,-1.225,44798.8,109.2,109.1,7.29,-1.774,29.07,45059.9,2.12,29289,10.62,0,8.28,-83.1,27.813,-1.225,3.9,765.3
25.90017,-80.14668,10/25/2024,15:49:34,9.42,47327.7,-1.225,44712.1,107.9,107.8,7.22,-1.774,29.01,44966.3,12.82,29228,182.02,0,8.27,-82.6,27.749,-1.225,2.3,765.3
25.90019,-80.14656,10/25/2024,15:49:39,14.00,47039.7,-1.224,44433.7,107.0,106.9,7.16,-1.772,28.81,44687.0,15.08,29047,59.95,0,8.27,-82.4,27.756,-1.221,1.7,765.4
25.90020,-80.14644,10/25/2024,15:49:44,7.61,44192.9,-1.226,41753.3,105.7,105.6,7.16,-1.772,26.87,41990.5,9.68,27294,21.48,0,8.26,-82.0,27.747,-1.216,1.0,765.2
25.90023,-80.14632,10/25/2024,15:49:49,8.33,44770.4,-1.225,42250.8,104.1,104.1,7.03,-1.771,27.23,42495.9,10.39,27622,81.54,0,8.24,-81.0,27.802,-1.219,1.6,765.3
25.90025,-80.14621,10/25/2024,15:49:54,2.67,47718.6,-1.221,44870.0,102.9,102.8,6.86,-1.768,29.13,45147.8,5.09,29346,-0.51,0,8.23,-79.9,27.981,-1.199,1.9,765.3
25.90027,-80.14610,10/25/2024,15:49:59,3.51,47924.7,-1.217,44937.1,102.9,102.8,6.83,-1.762,29.19,45228.9,2.93,29399,3.50,0,8.22,-79.6,28.121,-1.205,1.0,765.3
25.90028,-80.14599,10/25/2024,15:50:04,9.12,48055.6,-1.215,45073.2,103.6,103.6,6.88,-1.759,29.28,45364.4,7.26,29487,3.03,0,8.22,-79.7,28.106,-1.221,0.5,765.4
25.90028,-80.14587,10/25/2024,15:50:09,2.97,48382.1,-1.212,45619.9,104.7,104.6,6.96,-1.756,29.67,45888.7,6.32,29828,3.75,0,8.24,-80.9,27.845,-1.199,0.0,765.4
25.90028,-80.14575,10/25/2024,15:50:14,0.01,49006.5,-1.211,46418.0,105.3,105.2,7.01,-1.755,30.24,46669.2,2.46,30335,3.57,0,8.27,-82.5,27.617,-1.213,-0.2,765.4
25.90028,-80.14564,10/25/2024,15:50:19,0.56,49414.3,-1.210,46905.8,105.6,105.6,7.03,-1.755,30.59,47148.9,-0.31,30647,5.36,0,8.30,-83.9,27.516,-1.206,0.1,765.4
25.90027,-80.14552,10/25/2024,15:50:24,0.87,49627.3,-1.209,47107.1,105.9,105.8,7.04,-1.753,30.74,47351.3,0.11,30778,7.96,0,8.31,-85.0,27.516,-1.205,0.1,765.4
25.90027,-80.14540,10/25/2024,15:50:29,0.96,49703.3,-1.208,47208.1,106.0,105.9,7.05,-1.752,30.81,47449.8,0.30,30842,9.99,0,8.32,-85.5,27.486,-1.200,0.6,765.4
25.90027,-80.14529,10/25/2024,15:50:34,0.89,48851.0,-1.210,46460.8,105.9,105.8,7.07,-1.754,30.26,46692.1,0.18,30350,10.08,0,8.32,-85.6,27.421,-1.206,0.4,765.3
25.90028,-80.14517,10/25/2024,15:50:39,0.73,48663.5,-1.210,46286.3,105.6,105.5,7.06,-1.754,30.14,46516.4,0.15,30236,9.58,0,8.32,-85.2,27.418,-1.213,0.5,765.4
25.90026,-80.14505,10/25/2024,15:50:44,1.61,48682.3,-1.210,46202.5,105.3,105.2,7.03,-1.753,30.08,46442.9,0.83,30188,-1.69,0,8.31,-84.7,27.530,-1.202,0.2,765.3
25.90027,-80.14494,10/25/2024,15:50:49,0.46,49189.4,-1.208,46519.7,105.6,105.5,7.02,-1.751,30.32,46779.0,1.86,30406,1.43,0,8.30,-84.4,27.698,-1.197,-0.9,765.4
25.90029,-80.14481,10/25/2024,15:50:54,2.93,49572.0,-1.206,46853.6,105.9,105.9,7.03,-1.748,30.56,47117.8,2.80,30627,1.49,0,8.30,-84.1,27.725,-1.205,-1.4,765.3
25.90031,-80.14470,10/25/2024,15:50:59,0.62,49721.7,-1.205,47134.0,105.5,105.4,7.00,-1.747,30.76,47385.0,-0.24,30800,5.46,0,8.30,-84.3,27.582,-1.210,-2.8,765.3
25.90032,-80.14458,10/25/2024,15:51:04,1.41,49906.5,-1.205,47451.5,104.7,104.6,6.96,-1.748,30.99,47689.1,0.45,30998,9.83,0,8.32,-85.1,27.434,-1.216,-2.2,765.3
25.90033,-80.14446,10/25/2024,15:51:09,5.33,50278.8,-1.204,47839.6,104.8,104.7,6.96,-1.747,31.27,48075.7,2.71,31249,12.52,0,8.33,-85.8,27.399,-1.207,-2.6,765.4
25.90034,-80.14435,10/25/2024,15:51:14,7.01,50537.4,-1.204,48054.9,105.3,105.2,6.99,-1.746,31.43,48295.2,1.48,31392,10.43,0,8.34,-86.4,27.431,-1.210,-2.3,765.4
25.90034,-80.14423,10/25/2024,15:51:19,4.01,50579.2,-1.204,48104.4,105.6,105.5,7.01,-1.747,31.46,48343.9,6.99,31424,10.69,0,8.35,-87.1,27.421,-1.209,-1.6,765.4
25.90034,-80.14411,10/25/2024,15:51:24,2.84,50827.5,-1.205,48333.3,105.8,105.7,7.03,-1.747,31.63,48574.7,6.46,31574,7.93,0,8.36,-87.4,27.428,-1.213,-2.5,765.3
25.90034,-80.14400,10/25/2024,15:51:29,7.99,50503.9,-1.207,48019.6,105.9,105.8,7.03,-1.750,31.40,48260.1,9.38,31369,7.91,0,8.36,-87.5,27.434,-1.203,-2.9,765.4
25.90034,-80.14388,10/25/2024,15:51:34,2.92,50709.0,-1.207,48224.9,105.9,105.8,7.02,-1.751,31.55,48465.3,4.76,31502,9.97,0,8.36,-87.7,27.424,-1.206,-2.4,765.4
25.90034,-80.14377,10/25/2024,15:51:39,1.70,51413.4,-1.206,48903.2,105.7,105.7,7.03,-1.750,32.05,49146.2,2.60,31945,6.97,0,8.36,-87.8,27.415,-1.197,-2.4,765.4
25.90034,-80.14365,10/25/2024,15:51:44,18.66,50542.1,-1.206,48072.2,105.7,105.6,7.00,-1.750,31.44,48311.2,6.89,31402,10.54,0,8.36,-87.9,27.418,-1.197,-2.0,765.3
25.90034,-80.14352,10/25/2024,15:51:49,6.47,51060.4,-1.206,48572.2,105.5,105.4,6.97,-1.750,31.81,48813.1,2.77,31728,12.77,0,8.36,-87.9,27.410,-1.197,-2.2,765.4
25.90034,-80.14341,10/25/2024,15:51:54,9.38,50651.7,-1.206,48197.7,105.3,105.2,6.98,-1.750,31.53,48435.2,5.32,31483,57.19,0,8.37,-88.0,27.395,-1.200,-2.0,765.4
25.90033,-80.14329,10/25/2024,15:51:59,6.03,51013.2,-1.205,48566.5,105.0,104.9,7.00,-1.749,31.80,48803.2,4.96,31722,69.64,0,8.37,-88.0,27.371,-1.201,-1.9,765.4
25.90033,-80.14317,10/25/2024,15:52:04,2.13,51034.8,-1.204,48585.6,104.7,104.7,6.94,-1.746,31.82,48822.6,2.79,31735,29.52,0,8.36,-88.0,27.373,-1.188,-1.9,765.3
25.90031,-80.14306,10/25/2024,15:52:09,4.33,48074.8,-1.206,45730.5,104.9,104.9,7.02,-1.747,29.73,45957.4,6.75,29872,265.08,0,8.37,-88.1,27.412,-1.214,-1.7,765.3
25.90028,-80.14294,10/25/2024,15:52:14,3.77,50799.4,-1.206,48273.6,105.5,105.5,7.00,-1.749,31.59,48518.2,11.78,31537,126.74,0,8.37,-88.3,27.462,-1.214,-1.8,765.4
25.90025,-80.14282,10/25/2024,15:52:19,3.36,51006.6,-1.206,48452.6,106.3,106.2,7.03,-1.750,31.72,48700.0,3.96,31655,4.60,0,8.37,-88.6,27.480,-1.193,-1.4,765.4
